Target_genes	Zfp407|Average	SRX22153387|3T3-L1	STRING
Hsd17b12	100.000000	100	0
Gtpbp4	100.000000	100	0
Gtf3c5	100.000000	100	0
Glt8d1	100.000000	100	0
Camta2	100.000000	100	0
Ankhd1	100.000000	100	0
Adamts4	100.000000	100	0
Supt6	99.000000	99	0
Slk	99.000000	99	0
Sdf2	99.000000	99	0
Rnf185	99.000000	99	0
Pomp	99.000000	99	0
Parp11	99.000000	99	0
Nrbp1	99.000000	99	0
Nr2c1	99.000000	99	0
Ncdn	99.000000	99	0
Nbn	99.000000	99	0
Cfap97	99.000000	99	0
AU040320	99.000000	99	0
Thoc1	98.000000	98	0
Nipa2	98.000000	98	0
Naa16	98.000000	98	0
Mob1a	98.000000	98	0
H3c6	98.000000	98	0
Fam98a	98.000000	98	0
Dus4l	98.000000	98	0
Cog5	98.000000	98	0
Zfp287	97.000000	97	0
Ubr7	97.000000	97	0
Mief2	97.000000	97	0
Gon7	97.000000	97	0
Gm20604	97.000000	97	0
Flii	97.000000	97	0
Fam207a	97.000000	97	0
Tekt2	96.000000	96	0
Tbpl1	96.000000	96	0
Rapgef6	96.000000	96	0
Lonp2	96.000000	96	0
Adprhl2	96.000000	96	0
Zkscan1	95.000000	95	0
Zfp367	95.000000	95	0
Utp15	95.000000	95	0
Rrp1	95.000000	95	0
Rbm48	95.000000	95	0
Rbbp5	95.000000	95	0
Pex1	95.000000	95	0
Eaf2	95.000000	95	0
Bag3	95.000000	95	0
Ankra2	95.000000	95	0
Uri1	94.000000	94	0
Lyz1	94.000000	94	0
Ep300	94.000000	94	0
Dynlrb1	94.000000	94	0
Add3	94.000000	94	0
Tsga10	93.000000	93	0
Stoml2	93.000000	93	0
Nfkbiz	93.000000	93	0
Gnai3	93.000000	93	0
Gm5617	93.000000	93	0
Fam222b	93.000000	93	0
Tmem242	92.000000	92	0
Spaca6	92.000000	92	0
Gm33989	92.000000	92	0
Fbxo7	92.000000	92	0
Dstn	92.000000	92	0
Zzef1	91.000000	91	0
Tango6	91.000000	91	0
Stpg3	91.000000	91	0
Slirp	91.000000	91	0
Slc39a9	91.000000	91	0
Rab43	91.000000	91	0
Prkacb	91.000000	91	0
Nrp	91.000000	91	0
Nelfb	91.000000	91	0
Msantd4	91.000000	91	0
Erh	91.000000	91	0
Cyb5d2	91.000000	91	0
Cacnb2	91.000000	91	0
Alkbh1	91.000000	91	0
Snap29	90.000000	90	0
Scarb2	90.000000	90	0
Pi4ka	90.000000	90	0
Atp6v1c1	90.000000	90	0
Mta2	89.000000	89	0
Exosc8	89.000000	89	0
Alg5	89.000000	89	0
Zfp707	88.000000	88	0
Vps16	88.000000	88	0
Ulk2	88.000000	88	0
Tmem175	88.000000	88	0
R3hcc1	88.000000	88	0
Pced1a	88.000000	88	0
Gak	88.000000	88	0
Exoc3	88.000000	88	0
Becn1	88.000000	88	0
Asrgl1	88.000000	88	0
Canx	87.000000	87	0
Uhrf1bp1	86.000000	86	0
Slc25a26	86.000000	86	0
Zfp157	85.000000	85	0
Tti1	85.000000	85	0
Serf2	85.000000	85	0
Rprd1b	85.000000	85	0
Opa3	85.000000	85	0
Got1	85.000000	85	0
Aurkaip1	85.000000	85	0
Xpo6	84.000000	84	0
Naaa	84.000000	84	0
Pigw	83.000000	83	0
Myo19	83.000000	83	0
Txndc11	82.000000	82	0
Tfb2m	82.000000	82	0
Slx1b	82.000000	82	0
Rtkn	82.000000	82	0
Ptdss1	82.000000	82	0
Pkp4	82.000000	82	0
Mterf3	82.000000	82	0
Cnst	82.000000	82	0
Ccdc148	82.000000	82	0
Bola2	82.000000	82	0
Atf4	82.000000	82	0
Tpd52l2	81.000000	81	0
Thbs3	81.000000	81	0
Serf1	81.000000	81	0
Mtx1	81.000000	81	0
Msh2	81.000000	81	0
Ifitm3	81.000000	81	0
Bdp1	81.000000	81	0
Abhd16b	81.000000	81	0
Kdm5a	80.000000	80	0
Imp3	80.000000	80	0
Exosc3	80.000000	80	0
Capzb	80.000000	80	0
Tysnd1	79.000000	79	0
Spdl1	79.000000	79	0
Med20	79.000000	79	0
Gm20517	79.000000	79	0
Fbxo22	79.000000	79	0
Bysl	79.000000	79	0
Usp47	78.000000	78	0
Tra2a	78.000000	78	0
Tpmt	78.000000	78	0
Tfip11	78.000000	78	0
Kdm1b	78.000000	78	0
Psmb10	77.000000	77	0
Mdm4	77.000000	77	0
Hemk1	77.000000	77	0
Ctrl	77.000000	77	0
6430571L13Rik	77.000000	77	0
Msantd2	76.000000	76	0
Pdia3	75.000000	75	0
H4f16	75.000000	75	0
H2aj	75.000000	75	0
Catsper2	75.000000	75	0
Dhx40	74.000000	74	0
Synj1	73.000000	73	0
Riok3	73.000000	73	0
Hint3	72.000000	72	0
Adsl	72.000000	72	0
Igsf10	71.000000	71	0
Zfp64	70.000000	70	0
Rfx3	70.000000	70	0
Cmc1	70.000000	70	0
Rundc1	69.000000	69	0
Ptges3l	69.000000	69	0
Mpp7	69.000000	69	0
Asb6	69.000000	69	0
Ppm1g	68.000000	68	0
Ppdpf	68.000000	68	0
Mlh1	68.000000	68	0
Epm2aip1	68.000000	68	0
Rab3gap2	61.000000	61	0
Kif13a	61.000000	61	0
Dcaf5	59.000000	59	0
